Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax_five_per,Total,Date,Time,Payment,cogs,gross_margin_percentage,gross_income,Rating
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5.00,17.5025,367.5525,01-03-19,11:36,Ewallet,350.05,4.7619,17.5025,5.5
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5.00,20.0125,420.2625,1/26/2019,12:45,Credit card,400.25,4.7619,20.0125,9.4
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8.00,8.3400,175.1400,03-03-19,19:17,Cash,166.80,4.7619,8.3400,6.3
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6.00,15.8670,333.2070,1/19/2019,17:34,Credit card,317.34,4.7619,15.8670,9.8
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8.00,7.9160,166.2360,1/18/2019,12:04,Ewallet,158.32,4.7619,7.9160,8.7
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9.00,15.2280,319.7880,3/21/2019,16:21,Ewallet,304.56,4.7619,15.2280,8.8
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8.00,8.8680,186.2280,03-03-19,17:01,Credit card,177.36,4.7619,8.8680,9.6
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7.00,7.8785,165.4485,2/13/2019,10:50,Credit card,157.57,4.7619,7.8785,4.8
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6.00,22.1640,465.4440,3/23/2019,19:16,Ewallet,443.28,4.7619,22.1640,4.4
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.80,3.00,13.0200,273.4200,1/28/2019,16:47,Ewallet,260.40,4.7619,13.0200,9.9
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7.00,22.4910,472.3110,02-09-19,10:00,Cash,449.82,4.7619,22.4910,5.7
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8.00,15.3880,323.1480,1/23/2019,11:51,Cash,307.76,4.7619,15.3880,7.7
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.50,10.00,7.7500,162.7500,3/23/2019,10:55,Ewallet,155.00,4.7619,7.7500,8.0
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8.00,13.7240,288.2040,1/25/2019,15:00,Ewallet,274.48,4.7619,13.7240,5.7
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7.00,4.3190,90.6990,03-04-19,11:19,Credit card,86.38,4.7619,4.3190,6.7
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3.00,2.7120,56.9520,03-05-19,19:46,Ewallet,54.24,4.7619,2.7120,8.0
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8.00,37.7960,793.7160,03-03-19,19:00,Ewallet,755.92,4.7619,37.7960,7.5
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4.00,9.2940,195.1740,02-08-19,10:53,Cash,185.88,4.7619,9.2940,7.0
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1.00,3.7035,77.7735,02-10-19,12:50,Ewallet,74.07,4.7619,3.7035,9.9
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4.00,13.9620,293.2020,1/28/2019,20:50,Credit card,279.24,4.7619,13.9620,5.9
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3.00,11.5560,242.6760,02-11-19,10:39,Credit card,231.12,4.7619,11.5560,7.2
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2.00,7.3520,154.3920,1/15/2019,13:41,Ewallet,147.04,4.7619,7.3520,4.6
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.80,9.00,39.5100,829.7100,3/16/2019,19:08,Cash,790.20,4.7619,39.5100,9.2
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4.00,5.1100,107.3100,1/26/2019,20:23,Ewallet,102.20,4.7619,5.1100,5.7
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5.00,8.1775,171.7275,3/19/2019,11:30,Credit card,163.55,4.7619,8.1775,9.9
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1.00,3.7145,78.0045,1/13/2019,19:30,Cash,74.29,4.7619,3.7145,5.0
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.70,2.00,4.3700,91.7700,3/26/2019,18:03,Cash,87.40,4.7619,4.3700,4.9
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1.00,1.2645,26.5545,3/23/2019,10:13,Ewallet,25.29,4.7619,1.2645,6.1
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.50,4.00,8.3000,174.3000,03-12-19,19:58,Credit card,166.00,4.7619,8.3000,8.2
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5.00,17.8475,374.7975,2/17/2019,19:57,Credit card,356.95,4.7619,17.8475,5.5
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6.00,5.7450,120.6450,1/29/2019,10:01,Credit card,114.90,4.7619,5.7450,6.8
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4.00,11.4980,241.4580,3/15/2019,11:57,Cash,229.96,4.7619,11.4980,6.6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7.00,21.4935,451.3635,1/14/2019,10:02,Cash,429.87,4.7619,21.4935,9.8
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.90,10.00,12.9500,271.9500,02-06-19,14:51,Ewallet,259.00,4.7619,12.9500,8.7
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5.00,4.4425,93.2925,2/15/2019,12:42,Credit card,88.85,4.7619,4.4425,5.4
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9.00,10.3635,217.6335,01-03-19,12:02,Ewallet,207.27,4.7619,10.3635,7.9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9.00,29.9925,629.8425,01-04-19,18:19,Credit card,599.85,4.7619,29.9925,9.7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10.00,14.2650,299.5650,3/18/2019,17:38,Ewallet,285.30,4.7619,14.2650,7.8
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3.00,4.5555,95.6655,3/28/2019,13:41,Ewallet,91.11,4.7619,4.5555,5.1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9.00,44.8785,942.4485,03-02-19,19:42,Credit card,897.57,4.7619,44.8785,6.5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9.00,11.8035,247.8735,1/25/2019,20:24,Ewallet,236.07,4.7619,11.8035,5.9
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9.00,41.9670,881.3070,1/16/2019,18:08,Cash,839.34,4.7619,41.9670,8.8
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5.00,23.0900,484.8900,3/20/2019,19:17,Ewallet,461.80,4.7619,23.0900,4.9
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3.00,6.9630,146.2230,01-04-19,13:24,Credit card,139.26,4.7619,6.9630,4.4
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7.00,10.3635,217.6335,03-11-19,15:53,Cash,207.27,4.7619,10.3635,6.5
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1.00,0.9140,19.1940,3/22/2019,15:05,Credit card,18.28,4.7619,0.9140,8.3
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5.00,6.1925,130.0425,3/24/2019,18:27,Cash,123.85,4.7619,6.1925,8.5
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3.00,14.1960,298.1160,2/21/2019,16:55,Cash,283.92,4.7619,14.1960,5.5
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8.00,37.9480,796.9080,02-12-19,12:58,Ewallet,758.96,4.7619,37.9480,8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3.00,8.6010,180.6210,03-10-19,18:59,Credit card,172.02,4.7619,8.6010,7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6.00,13.6050,285.7050,1/31/2019,13:44,Ewallet,272.10,4.7619,13.6050,6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7.00,21.7280,456.2880,03-06-19,13:46,Ewallet,434.56,4.7619,21.7280,5.4
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5.00,2.9525,62.0025,2/17/2019,18:06,Cash,59.05,4.7619,2.9525,9.4
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1.00,0.6270,13.1670,2/21/2019,12:38,Cash,12.54,4.7619,0.6270,8.2
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2.00,4.3250,90.8250,3/20/2019,15:56,Cash,86.50,4.7619,4.3250,6.2
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2.00,8.7160,183.0360,01-11-19,14:29,Credit card,174.32,4.7619,8.7160,9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9.00,31.2165,655.5465,1/26/2019,19:14,Ewallet,624.33,4.7619,31.2165,4.0
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4.00,7.4120,155.6520,1/31/2019,16:24,Ewallet,148.24,4.7619,7.4120,9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.70,6.00,27.2100,571.4100,2/26/2019,10:52,Cash,544.20,4.7619,27.2100,5.3
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8.00,25.3680,532.7280,03-11-19,12:55,Ewallet,507.36,4.7619,25.3680,7.4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2.00,8.1370,170.8770,1/26/2019,19:28,Cash,162.74,4.7619,8.1370,6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3.00,1.5885,33.3585,03-12-19,13:52,Credit card,31.77,4.7619,1.5885,8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9.00,37.8405,794.6505,02-11-19,10:54,Cash,756.81,4.7619,37.8405,8.0
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4.00,14.7640,310.0440,2/21/2019,18:31,Cash,295.28,4.7619,14.7640,6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10.00,25.9700,545.3700,03-09-19,18:24,Ewallet,519.40,4.7619,25.9700,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2.00,9.3140,195.5940,1/20/2019,18:09,Ewallet,186.28,4.7619,9.3140,4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5.00,4.3525,91.4025,1/28/2019,15:16,Credit card,87.05,4.7619,4.3525,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5.00,11.0550,232.1550,03-05-19,17:07,Credit card,221.10,4.7619,11.0550,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5.00,3.3050,69.4050,03-02-19,19:26,Cash,66.10,4.7619,3.3050,4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1.00,4.4845,94.1745,01-11-19,11:20,Ewallet,89.69,4.7619,4.4845,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9.00,11.2230,235.6830,01-11-19,16:49,Credit card,224.46,4.7619,11.2230,5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2.00,5.9770,125.5170,03-11-19,12:01,Credit card,119.54,4.7619,5.9770,5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.20,2.00,9.3200,195.7200,2/28/2019,18:37,Credit card,186.40,4.7619,9.3200,6.0
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4.00,12.5300,263.1300,01-05-19,11:25,Cash,250.60,4.7619,12.5300,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8.00,37.5480,788.5080,02-02-19,18:42,Credit card,750.96,4.7619,37.5480,8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8.00,19.0360,399.7560,01-01-19,14:47,Cash,380.72,4.7619,19.0360,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.40,3.00,12.2100,256.4100,02-09-19,19:43,Cash,244.20,4.7619,12.2100,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5.00,4.4850,94.1850,1/23/2019,14:04,Ewallet,89.70,4.7619,4.4850,6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4.00,15.5440,326.4240,01-07-19,16:11,Credit card,310.88,4.7619,15.5440,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7.00,25.5710,536.9910,1/14/2019,19:06,Credit card,511.42,4.7619,25.5710,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9.00,20.9475,439.8975,02-02-19,15:34,Ewallet,418.95,4.7619,20.9475,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10.00,17.5950,369.4950,3/17/2019,19:06,Credit card,351.90,4.7619,17.5950,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2.00,1.4390,30.2190,03-02-19,19:44,Credit card,28.78,4.7619,1.4390,7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4.00,4.7500,99.7500,3/16/2019,11:22,Cash,95.00,4.7619,4.7500,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.90,8.00,23.5600,494.7600,01-06-19,11:23,Cash,471.20,4.7619,23.5600,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4.00,6.5240,137.0040,1/29/2019,14:12,Cash,130.48,4.7619,6.5240,9.0
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1.00,3.3175,69.6675,1/31/2019,10:46,Credit card,66.35,4.7619,3.3175,9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6.00,7.7730,163.2330,02-05-19,10:16,Ewallet,155.46,4.7619,7.7730,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4.00,6.4500,135.4500,2/13/2019,12:38,Ewallet,129.00,4.7619,6.4500,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4.00,13.1880,276.9480,02-07-19,13:05,Credit card,263.76,4.7619,13.1880,6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9.00,33.7770,709.3170,3/19/2019,13:25,Ewallet,675.54,4.7619,33.7770,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4.00,3.2900,69.0900,03-07-19,14:53,Ewallet,65.80,4.7619,3.2900,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.30,4.00,7.6600,160.8600,3/13/2019,19:22,Cash,153.20,4.7619,7.6600,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10.00,11.1200,233.5200,02-09-19,11:00,Cash,222.40,4.7619,11.1200,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1.00,2.7225,57.1725,2/26/2019,19:24,Ewallet,54.45,4.7619,2.7225,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.40,7.00,34.4400,723.2400,03-12-19,12:43,Credit card,688.80,4.7619,34.4400,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4.00,7.0940,148.9740,3/14/2019,17:22,Credit card,141.88,4.7619,7.0940,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.60,10.00,37.3000,783.3000,01-08-19,20:55,Cash,746.00,4.7619,37.3000,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4.00,14.1480,297.1080,01-05-19,16:05,Credit card,282.96,4.7619,14.1480,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10.00,17.7700,373.1700,01-04-19,13:34,Ewallet,355.40,4.7619,17.7700,7.0
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5.00,16.8575,354.0075,03-06-19,18:13,Ewallet,337.15,4.7619,16.8575,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2.00,2.1120,44.3520,01-03-19,19:17,Cash,42.24,4.7619,2.1120,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9.00,9.6930,203.5530,01-07-19,11:44,Credit card,193.86,4.7619,9.6930,8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2.00,1.2030,25.2630,1/27/2019,15:51,Cash,24.06,4.7619,1.2030,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6.00,29.9130,628.1730,2/26/2019,16:52,Ewallet,598.26,4.7619,29.9130,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7.00,16.7895,352.5795,01-07-19,20:52,Cash,335.79,4.7619,16.7895,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10.00,10.9100,229.1100,01-07-19,17:36,Cash,218.20,4.7619,10.9100,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4.00,19.0840,400.7640,02-02-19,13:23,Ewallet,381.68,4.7619,19.0840,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10.00,35.4950,745.3950,3/20/2019,16:28,Cash,709.90,4.7619,35.4950,5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10.00,22.0100,462.2100,3/20/2019,19:57,Credit card,440.20,4.7619,22.0100,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8.00,27.9840,587.6640,2/15/2019,17:01,Credit card,559.68,4.7619,27.9840,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.00,1.00,1.8500,38.8500,03-06-19,13:29,Credit card,37.00,4.7619,1.8500,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1.00,0.7670,16.1070,01-06-19,11:09,Cash,15.34,4.7619,0.7670,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6.00,29.9490,628.9290,03-04-19,15:02,Ewallet,598.98,4.7619,29.9490,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4.00,9.5340,200.2140,03-12-19,14:21,Cash,190.68,4.7619,9.5340,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5.00,16.6700,350.0700,2/20/2019,18:01,Cash,333.40,4.7619,16.6700,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1.00,3.7430,78.6030,3/24/2019,14:49,Cash,74.86,4.7619,3.7430,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9.00,10.6875,224.4375,1/31/2019,12:02,Cash,213.75,4.7619,10.6875,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7.00,16.9785,356.5485,1/25/2019,13:30,Credit card,339.57,4.7619,16.9785,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7.00,33.2080,697.3680,02-03-19,14:38,Cash,664.16,4.7619,33.2080,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.30,10.00,20.1500,423.1500,1/24/2019,17:37,Credit card,403.00,4.7619,20.1500,7.0
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7.00,9.7475,204.6975,3/14/2019,17:20,Ewallet,194.95,4.7619,9.7475,6.0
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1.00,3.1240,65.6040,2/18/2019,20:29,Cash,62.48,4.7619,3.1240,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2.00,3.6360,76.3560,1/21/2019,10:00,Cash,72.72,4.7619,3.6360,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10.00,9.0550,190.1550,3/13/2019,11:46,Ewallet,181.10,4.7619,9.0550,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5.00,12.9800,272.5800,03-03-19,13:42,Cash,259.60,4.7619,12.9800,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4.00,5.7680,121.1280,3/29/2019,14:44,Cash,115.36,4.7619,5.7680,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6.00,23.5140,493.7940,01-10-19,14:16,Ewallet,470.28,4.7619,23.5140,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4.00,12.0020,252.0420,1/25/2019,15:54,Cash,240.04,4.7619,12.0020,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1.00,4.4305,93.0405,1/19/2019,10:21,Cash,88.61,4.7619,4.4305,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2.00,9.9820,209.6220,01-02-19,18:09,Credit card,199.64,4.7619,9.9820,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1.00,1.9505,40.9605,03-12-19,16:46,Credit card,39.01,4.7619,1.9505,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1.00,2.4305,51.0405,2/25/2019,15:31,Cash,48.61,4.7619,2.4305,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4.00,10.2380,214.9980,3/18/2019,17:15,Credit card,204.76,4.7619,10.2380,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8.00,5.9840,125.6640,2/23/2019,12:29,Cash,119.68,4.7619,5.9840,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.20,7.00,25.2700,530.6700,3/26/2019,20:14,Ewallet,505.40,4.7619,25.2700,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7.00,14.0805,295.6905,3/30/2019,13:22,Cash,281.61,4.7619,14.0805,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8.00,35.5160,745.8360,2/17/2019,17:09,Cash,710.32,4.7619,35.5160,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3.00,3.9720,83.4120,3/21/2019,10:40,Ewallet,79.44,4.7619,3.9720,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2.00,8.1910,172.0110,03-05-19,17:43,Cash,163.82,4.7619,8.1910,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6.00,23.9790,503.5590,1/31/2019,14:04,Cash,479.58,4.7619,23.9790,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2.00,6.9330,145.5930,02-05-19,19:05,Ewallet,138.66,4.7619,6.9330,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5.00,3.5575,74.7075,02-01-19,10:08,Credit card,71.15,4.7619,3.5575,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9.00,6.9975,146.9475,03-07-19,13:12,Cash,139.95,4.7619,6.9975,5.0
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10.00,39.0650,820.3650,02-10-19,20:51,Cash,781.30,4.7619,39.0650,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2.00,9.9370,208.6770,2/14/2019,17:29,Cash,198.74,4.7619,9.9370,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3.00,3.1620,66.4020,02-09-19,10:25,Cash,63.24,4.7619,3.1620,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5.00,18.6975,392.6475,01-10-19,11:34,Cash,373.95,4.7619,18.6975,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7.00,10.3845,218.0745,03-11-19,18:58,Credit card,207.69,4.7619,10.3845,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4.00,8.8140,185.0940,2/18/2019,16:28,Ewallet,176.28,4.7619,8.8140,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9.00,10.3185,216.6885,2/26/2019,20:26,Cash,206.37,4.7619,10.3185,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1.00,1.9710,41.3910,1/18/2019,15:08,Cash,39.42,4.7619,1.9710,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6.00,4.5780,96.1380,2/15/2019,18:03,Ewallet,91.56,4.7619,4.5780,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5.00,15.4425,324.2925,03-08-19,13:21,Cash,308.85,4.7619,15.4425,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6.00,6.4560,135.5760,1/17/2019,12:48,Credit card,129.12,4.7619,6.4560,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4.00,19.5480,410.5080,03-12-19,19:53,Ewallet,390.96,4.7619,19.5480,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5.00,24.9450,523.8450,03-09-19,19:09,Cash,498.90,4.7619,24.9450,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4.00,18.8520,395.8920,03-12-19,16:30,Cash,377.04,4.7619,18.8520,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4.00,10.2260,214.7460,1/25/2019,10:11,Credit card,204.52,4.7619,10.2260,4.0
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4.00,7.2720,152.7120,3/25/2019,13:07,Cash,145.44,4.7619,7.2720,7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9.00,9.9090,208.0890,02-07-19,18:48,Cash,198.18,4.7619,9.9090,6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.90,3.00,4.9350,103.6350,2/17/2019,17:27,Credit card,98.70,4.7619,4.9350,9.1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5.00,19.2550,404.3550,02-03-19,15:59,Cash,385.10,4.7619,19.2550,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2.00,2.3480,49.3080,3/14/2019,11:21,Credit card,46.96,4.7619,2.3480,7.9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.70,5.00,3.6750,77.1750,3/24/2019,13:48,Ewallet,73.50,4.7619,3.6750,8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5.00,7.1125,149.3625,3/21/2019,10:17,Credit card,142.25,4.7619,7.1125,9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.40,9.00,34.3800,721.9800,3/19/2019,15:49,Ewallet,687.60,4.7619,34.3800,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6.00,17.3850,365.0850,2/24/2019,13:02,Cash,347.70,4.7619,17.3850,5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3.00,7.1475,150.0975,3/28/2019,12:58,Credit card,142.95,4.7619,7.1475,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9.00,19.2690,404.6490,02-05-19,15:26,Credit card,385.38,4.7619,19.2690,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3.00,7.2135,151.4835,02-10-19,18:23,Credit card,144.27,4.7619,7.2135,7.8
